,Periodo,Tienda,Nombre_Producto,Temporada,Cantidad
262788,2023-02-01,91592,PUNTO MANGA LARGA MUJER,OI,44.0
262789,2023-02-01,91592,PUNTO MANGA LARGA MUJER,PV,6.0
262810,2023-02-01,92892,BOLSO BANDOLERA MUJER,OI,14.0
262811,2023-02-01,92892,BOLSO BANDOLERA MUJER,PV,15.0
262820,2023-02-01,92892,CAMISA HOMBRE,OI,53.0
262821,2023-02-01,92892,CAMISA HOMBRE,PV,18.0
262822,2023-02-01,92892,CAMISA MANGA LARGA MUJER,OI,12.0
262823,2023-02-01,92892,CAMISA MANGA LARGA MUJER,PV,8.0
262824,2023-02-01,92892,CAMISETA MUJER,OI,11.0
262825,2023-02-01,92892,CAMISETA MUJER,PV,7.0
262852,2023-02-01,92892,PANTALON HOMBRE,OI,56.0
262853,2023-02-01,92892,PANTALON HOMBRE,PV,16.0
262854,2023-02-01,92892,PANTALON MUJER,OI,28.0
262855,2023-02-01,92892,PANTALON MUJER,PV,36.0
262867,2023-02-01,92892,PUNTO MANGA LARGA MUJER,OI,6.0
262868,2023-02-01,92892,PUNTO MANGA LARGA MUJER,PV,34.0
262895,2023-02-01,92894,BOLSO BANDOLERA MUJER,OI,14.0
262896,2023-02-01,92894,BOLSO BANDOLERA MUJER,PV,25.0
262904,2023-02-01,92894,CAMISA HOMBRE,OI,45.0
262905,2023-02-01,92894,CAMISA HOMBRE,PV,13.0
262906,2023-02-01,92894,CAMISA MANGA LARGA MUJER,OI,31.0
262907,2023-02-01,92894,CAMISA MANGA LARGA MUJER,PV,19.0
262908,2023-02-01,92894,CAMISETA MUJER,OI,14.0
262909,2023-02-01,92894,CAMISETA MUJER,PV,24.0
262934,2023-02-01,92894,PANTALON HOMBRE,OI,30.0
262935,2023-02-01,92894,PANTALON HOMBRE,PV,11.0
262936,2023-02-01,92894,PANTALON MUJER,OI,38.0
262937,2023-02-01,92894,PANTALON MUJER,PV,14.0
262948,2023-02-01,92894,PUNTO MANGA LARGA MUJER,OI,39.0
262949,2023-02-01,92894,PUNTO MANGA LARGA MUJER,PV,12.0
262976,2023-02-01,92991,BOLSO BANDOLERA MUJER,OI,5.0
262977,2023-02-01,92991,BOLSO BANDOLERA MUJER,PV,21.0
262985,2023-02-01,92991,CAMISA HOMBRE,OI,45.0
262986,2023-02-01,92991,CAMISA HOMBRE,PV,23.0
262987,2023-02-01,92991,CAMISA MANGA LARGA MUJER,OI,12.0
262988,2023-02-01,92991,CAMISA MANGA LARGA MUJER,PV,11.0
262989,2023-02-01,92991,CAMISETA MUJER,OI,4.0
262990,2023-02-01,92991,CAMISETA MUJER,PV,11.0
263018,2023-02-01,92991,PANTALON HOMBRE,OI,17.0
263019,2023-02-01,92991,PANTALON HOMBRE,PV,24.0
263020,2023-02-01,92991,PANTALON MUJER,OI,14.0
263021,2023-02-01,92991,PANTALON MUJER,PV,12.0
263032,2023-02-01,92991,PUNTO MANGA LARGA MUJER,OI,17.0
263033,2023-02-01,92991,PUNTO MANGA LARGA MUJER,PV,5.0
263059,2023-02-01,93291,BOLSO BANDOLERA MUJER,OI,4.0
263060,2023-02-01,93291,BOLSO BANDOLERA MUJER,PV,9.0
263067,2023-02-01,93291,CAMISA MANGA LARGA MUJER,OI,12.0
263068,2023-02-01,93291,CAMISA MANGA LARGA MUJER,PV,3.0
263069,2023-02-01,93291,CAMISETA MUJER,OI,6.0
263070,2023-02-01,93291,CAMISETA MUJER,PV,4.0
263089,2023-02-01,93291,PANTALON MUJER,OI,10.0
263090,2023-02-01,93291,PANTALON MUJER,PV,5.0
263094,2023-02-01,93291,PUNTO MANGA LARGA MUJER,OI,31.0
263095,2023-02-01,93291,PUNTO MANGA LARGA MUJER,PV,2.0
263119,2023-02-01,94191,BOLSO BANDOLERA MUJER,OI,8.0
263120,2023-02-01,94191,BOLSO BANDOLERA MUJER,PV,12.0
263127,2023-02-01,94191,CAMISA HOMBRE,OI,77.0
263128,2023-02-01,94191,CAMISA HOMBRE,PV,19.0
263129,2023-02-01,94191,CAMISA MANGA LARGA MUJER,OI,19.0
263130,2023-02-01,94191,CAMISA MANGA LARGA MUJER,PV,12.0
263131,2023-02-01,94191,CAMISETA MUJER,OI,22.0
263132,2023-02-01,94191,CAMISETA MUJER,PV,12.0
263158,2023-02-01,94191,PANTALON HOMBRE,OI,41.0
263159,2023-02-01,94191,PANTALON HOMBRE,PV,32.0
263160,2023-02-01,94191,PANTALON MUJER,OI,22.0
263161,2023-02-01,94191,PANTALON MUJER,PV,12.0
263171,2023-02-01,94191,PUNTO MANGA LARGA MUJER,OI,26.0
263172,2023-02-01,94191,PUNTO MANGA LARGA MUJER,PV,9.0
263202,2023-03-01,0,BOLSO BANDOLERA MUJER,OI,-1.0
263203,2023-03-01,0,BOLSO BANDOLERA MUJER,PV,-1.0
263214,2023-03-01,0,CAMISA HOMBRE,OI,-3.0
263215,2023-03-01,0,CAMISA HOMBRE,PV,36.0
263216,2023-03-01,0,CAMISA MANGA LARGA MUJER,OI,10.0
263217,2023-03-01,0,CAMISA MANGA LARGA MUJER,PV,22.0
263218,2023-03-01,0,CAMISETA MUJER,OI,0.0
263219,2023-03-01,0,CAMISETA MUJER,PV,39.0
263247,2023-03-01,0,PANTALON HOMBRE,OI,8.0
263248,2023-03-01,0,PANTALON HOMBRE,PV,43.0
263249,2023-03-01,0,PANTALON MUJER,OI,11.0
263250,2023-03-01,0,PANTALON MUJER,PV,54.0
263264,2023-03-01,0,PUNTO MANGA LARGA MUJER,OI,0.0
263265,2023-03-01,0,PUNTO MANGA LARGA MUJER,PV,8.0
263284,2023-03-01,11,BOLSO BANDOLERA MUJER,OI,10.0
263285,2023-03-01,11,BOLSO BANDOLERA MUJER,PV,8.0
263292,2023-03-01,11,CAMISA MANGA LARGA MUJER,OI,0.0
263293,2023-03-01,11,CAMISA MANGA LARGA MUJER,PV,6.0
263294,2023-03-01,11,CAMISETA MUJER,OI,-1.0
263295,2023-03-01,11,CAMISETA MUJER,PV,25.0
263306,2023-03-01,11,PANTALON MUJER,OI,3.0
263307,2023-03-01,11,PANTALON MUJER,PV,23.0
263313,2023-03-01,11,PUNTO MANGA LARGA MUJER,OI,-4.0
263314,2023-03-01,11,PUNTO MANGA LARGA MUJER,PV,27.0
263329,2023-03-01,21,BOLSO BANDOLERA MUJER,OI,10.0
263330,2023-03-01,21,BOLSO BANDOLERA MUJER,PV,2.0
263334,2023-03-01,21,CAMISA MANGA LARGA MUJER,OI,4.0
263335,2023-03-01,21,CAMISA MANGA LARGA MUJER,PV,10.0
263336,2023-03-01,21,CAMISETA MUJER,PV,6.0
263346,2023-03-01,21,PANTALON MUJER,OI,-2.0
263347,2023-03-01,21,PANTALON MUJER,PV,14.0
263353,2023-03-01,21,PUNTO MANGA LARGA MUJER,OI,1.0
263354,2023-03-01,21,PUNTO MANGA LARGA MUJER,PV,16.0
263370,2023-03-01,31,BOLSO BANDOLERA MUJER,OI,15.0
263371,2023-03-01,31,BOLSO BANDOLERA MUJER,PV,9.0
263380,2023-03-01,31,CAMISA MANGA LARGA MUJER,OI,-6.0
263381,2023-03-01,31,CAMISA MANGA LARGA MUJER,PV,19.0
263382,2023-03-01,31,CAMISETA MUJER,PV,42.0
263397,2023-03-01,31,PANTALON MUJER,OI,9.0
263398,2023-03-01,31,PANTALON MUJER,PV,26.0
263404,2023-03-01,31,PUNTO MANGA LARGA MUJER,OI,0.0
263405,2023-03-01,31,PUNTO MANGA LARGA MUJER,PV,33.0
263420,2023-03-01,35,CAMISA HOMBRE,OI,1.0
263421,2023-03-01,35,CAMISA HOMBRE,PV,69.0
263432,2023-03-01,35,PANTALON HOMBRE,OI,1.0
263433,2023-03-01,35,PANTALON HOMBRE,PV,27.0
263452,2023-03-01,41,BOLSO BANDOLERA MUJER,OI,5.0
263453,2023-03-01,41,BOLSO BANDOLERA MUJER,PV,3.0
263460,2023-03-01,41,CAMISA MANGA LARGA MUJER,OI,4.0
263461,2023-03-01,41,CAMISA MANGA LARGA MUJER,PV,22.0
263462,2023-03-01,41,CAMISETA MUJER,OI,-2.0
263463,2023-03-01,41,CAMISETA MUJER,PV,9.0
263477,2023-03-01,41,PANTALON MUJER,OI,3.0
263478,2023-03-01,41,PANTALON MUJER,PV,25.0
263483,2023-03-01,41,PUNTO MANGA LARGA MUJER,OI,6.0
263484,2023-03-01,41,PUNTO MANGA LARGA MUJER,PV,13.0
263498,2023-03-01,45,CAMISA HOMBRE,OI,0.0
263499,2023-03-01,45,CAMISA HOMBRE,PV,12.0
263505,2023-03-01,45,PANTALON HOMBRE,OI,1.0
263506,2023-03-01,45,PANTALON HOMBRE,PV,4.0
263523,2023-03-01,51,BOLSO BANDOLERA MUJER,OI,9.0
263524,2023-03-01,51,BOLSO BANDOLERA MUJER,PV,5.0
263532,2023-03-01,51,CAMISA MANGA LARGA MUJER,OI,0.0
263533,2023-03-01,51,CAMISA MANGA LARGA MUJER,PV,5.0
263534,2023-03-01,51,CAMISETA MUJER,OI,-2.0
263535,2023-03-01,51,CAMISETA MUJER,PV,21.0
263550,2023-03-01,51,PANTALON MUJER,OI,-1.0
263551,2023-03-01,51,PANTALON MUJER,PV,32.0
263556,2023-03-01,51,PUNTO MANGA LARGA MUJER,OI,0.0
263557,2023-03-01,51,PUNTO MANGA LARGA MUJER,PV,28.0
263571,2023-03-01,55,CAMISA HOMBRE,OI,1.0
263572,2023-03-01,55,CAMISA HOMBRE,PV,48.0
263582,2023-03-01,55,PANTALON HOMBRE,OI,2.0
263583,2023-03-01,55,PANTALON HOMBRE,PV,28.0
263603,2023-03-01,61,BOLSO BANDOLERA MUJER,OI,13.0
263604,2023-03-01,61,BOLSO BANDOLERA MUJER,PV,11.0
263613,2023-03-01,61,CAMISA MANGA LARGA MUJER,OI,6.0
263614,2023-03-01,61,CAMISA MANGA LARGA MUJER,PV,24.0
263615,2023-03-01,61,CAMISETA MUJER,OI,0.0
263616,2023-03-01,61,CAMISETA MUJER,PV,26.0
263632,2023-03-01,61,PANTALON MUJER,OI,4.0
263633,2023-03-01,61,PANTALON MUJER,PV,62.0
263639,2023-03-01,61,PUNTO MANGA LARGA MUJER,OI,-1.0
263640,2023-03-01,61,PUNTO MANGA LARGA MUJER,PV,38.0
263658,2023-03-01,65,CAMISA HOMBRE,OI,6.0
263659,2023-03-01,65,CAMISA HOMBRE,PV,65.0
263671,2023-03-01,65,PANTALON HOMBRE,OI,2.0
263672,2023-03-01,65,PANTALON HOMBRE,PV,23.0
263693,2023-03-01,71,BOLSO BANDOLERA MUJER,OI,8.0
263694,2023-03-01,71,BOLSO BANDOLERA MUJER,PV,2.0
263700,2023-03-01,71,CAMISA MANGA LARGA MUJER,OI,0.0
263701,2023-03-01,71,CAMISA MANGA LARGA MUJER,PV,16.0
263702,2023-03-01,71,CAMISETA MUJER,OI,1.0
263703,2023-03-01,71,CAMISETA MUJER,PV,12.0
263713,2023-03-01,71,PANTALON MUJER,OI,3.0
263714,2023-03-01,71,PANTALON MUJER,PV,24.0
263718,2023-03-01,71,PUNTO MANGA LARGA MUJER,OI,-1.0
263719,2023-03-01,71,PUNTO MANGA LARGA MUJER,PV,21.0
263733,2023-03-01,81,BOLSO BANDOLERA MUJER,OI,8.0
263734,2023-03-01,81,BOLSO BANDOLERA MUJER,PV,7.0
263742,2023-03-01,81,CAMISA MANGA LARGA MUJER,OI,-6.0
263743,2023-03-01,81,CAMISA MANGA LARGA MUJER,PV,10.0
263744,2023-03-01,81,CAMISETA MUJER,PV,16.0
263761,2023-03-01,81,PANTALON MUJER,OI,-2.0
263762,2023-03-01,81,PANTALON MUJER,PV,38.0
263767,2023-03-01,81,PUNTO MANGA LARGA MUJER,OI,-12.0
263768,2023-03-01,81,PUNTO MANGA LARGA MUJER,PV,18.0
263782,2023-03-01,85,CAMISA HOMBRE,OI,1.0
263783,2023-03-01,85,CAMISA HOMBRE,PV,34.0
263794,2023-03-01,85,PANTALON HOMBRE,OI,-1.0
263795,2023-03-01,85,PANTALON HOMBRE,PV,14.0
263815,2023-03-01,91,BOLSO BANDOLERA MUJER,OI,7.0
263816,2023-03-01,91,BOLSO BANDOLERA MUJER,PV,6.0
263821,2023-03-01,91,CAMISA MANGA LARGA MUJER,OI,1.0
263822,2023-03-01,91,CAMISA MANGA LARGA MUJER,PV,20.0
263823,2023-03-01,91,CAMISETA MUJER,PV,34.0
263837,2023-03-01,91,PANTALON MUJER,OI,2.0
263838,2023-03-01,91,PANTALON MUJER,PV,32.0
263843,2023-03-01,91,PUNTO MANGA LARGA MUJER,OI,-2.0
263844,2023-03-01,91,PUNTO MANGA LARGA MUJER,PV,15.0
263860,2023-03-01,95,CAMISA HOMBRE,OI,-1.0
263861,2023-03-01,95,CAMISA HOMBRE,PV,67.0
263870,2023-03-01,95,PANTALON HOMBRE,PV,23.0
263881,2023-03-01,96,BOLSO BANDOLERA MUJER,OI,17.0
263882,2023-03-01,96,BOLSO BANDOLERA MUJER,PV,12.0
263905,2023-03-01,101,BOLSO BANDOLERA MUJER,OI,4.0
263906,2023-03-01,101,BOLSO BANDOLERA MUJER,PV,3.0
263913,2023-03-01,101,CAMISA MANGA LARGA MUJER,OI,-1.0
263914,2023-03-01,101,CAMISA MANGA LARGA MUJER,PV,2.0
263915,2023-03-01,101,CAMISETA MUJER,PV,4.0
263926,2023-03-01,101,PANTALON MUJER,OI,-2.0
263927,2023-03-01,101,PANTALON MUJER,PV,6.0
263932,2023-03-01,101,PUNTO MANGA LARGA MUJER,OI,0.0
263933,2023-03-01,101,PUNTO MANGA LARGA MUJER,PV,12.0
263943,2023-03-01,105,CAMISA HOMBRE,OI,-1.0
263944,2023-03-01,105,CAMISA HOMBRE,PV,17.0
263952,2023-03-01,105,PANTALON HOMBRE,OI,-1.0
263953,2023-03-01,105,PANTALON HOMBRE,PV,4.0
263968,2023-03-01,111,BOLSO BANDOLERA MUJER,OI,6.0
263969,2023-03-01,111,BOLSO BANDOLERA MUJER,PV,3.0
263977,2023-03-01,111,CAMISA MANGA LARGA MUJER,OI,1.0
263978,2023-03-01,111,CAMISA MANGA LARGA MUJER,PV,8.0
263979,2023-03-01,111,CAMISETA MUJER,OI,-3.0
263980,2023-03-01,111,CAMISETA MUJER,PV,7.0
263995,2023-03-01,111,PANTALON MUJER,OI,-2.0
263996,2023-03-01,111,PANTALON MUJER,PV,25.0
264001,2023-03-01,111,PUNTO MANGA LARGA MUJER,OI,1.0
264002,2023-03-01,111,PUNTO MANGA LARGA MUJER,PV,22.0
264012,2023-03-01,115,CAMISA HOMBRE,OI,1.0
264013,2023-03-01,115,CAMISA HOMBRE,PV,37.0
264021,2023-03-01,115,PANTALON HOMBRE,OI,0.0
264022,2023-03-01,115,PANTALON HOMBRE,PV,14.0
264037,2023-03-01,121,BOLSO BANDOLERA MUJER,OI,4.0
264038,2023-03-01,121,BOLSO BANDOLERA MUJER,PV,2.0
264043,2023-03-01,121,CAMISA MANGA LARGA MUJER,OI,-2.0
264044,2023-03-01,121,CAMISA MANGA LARGA MUJER,PV,6.0
264045,2023-03-01,121,CAMISETA MUJER,OI,1.0
264046,2023-03-01,121,CAMISETA MUJER,PV,11.0
264058,2023-03-01,121,PANTALON MUJER,OI,-1.0
264059,2023-03-01,121,PANTALON MUJER,PV,10.0
264062,2023-03-01,121,PUNTO MANGA LARGA MUJER,OI,-5.0
264063,2023-03-01,121,PUNTO MANGA LARGA MUJER,PV,11.0
264071,2023-03-01,125,CAMISA HOMBRE,OI,1.0
264072,2023-03-01,125,CAMISA HOMBRE,PV,5.0
264077,2023-03-01,125,PANTALON HOMBRE,PV,6.0
264089,2023-03-01,131,BOLSO BANDOLERA MUJER,OI,2.0
264090,2023-03-01,131,BOLSO BANDOLERA MUJER,PV,1.0
264094,2023-03-01,131,CAMISA MANGA LARGA MUJER,OI,0.0
264095,2023-03-01,131,CAMISA MANGA LARGA MUJER,PV,6.0
264096,2023-03-01,131,CAMISETA MUJER,OI,2.0
264097,2023-03-01,131,CAMISETA MUJER,PV,9.0
264109,2023-03-01,131,PANTALON MUJER,OI,3.0
264110,2023-03-01,131,PANTALON MUJER,PV,18.0
264114,2023-03-01,131,PUNTO MANGA LARGA MUJER,OI,0.0
264115,2023-03-01,131,PUNTO MANGA LARGA MUJER,PV,11.0
264126,2023-03-01,135,CAMISA HOMBRE,OI,3.0
264127,2023-03-01,135,CAMISA HOMBRE,PV,30.0
264136,2023-03-01,135,PANTALON HOMBRE,OI,1.0
264137,2023-03-01,135,PANTALON HOMBRE,PV,13.0
264154,2023-03-01,141,BOLSO BANDOLERA MUJER,OI,7.0
264155,2023-03-01,141,BOLSO BANDOLERA MUJER,PV,4.0
264162,2023-03-01,141,CAMISA MANGA LARGA MUJER,OI,1.0
264163,2023-03-01,141,CAMISA MANGA LARGA MUJER,PV,8.0
264164,2023-03-01,141,CAMISETA MUJER,OI,0.0
264165,2023-03-01,141,CAMISETA MUJER,PV,10.0
264177,2023-03-01,141,PANTALON MUJER,OI,2.0
264178,2023-03-01,141,PANTALON MUJER,PV,15.0
264182,2023-03-01,141,PUNTO MANGA LARGA MUJER,OI,0.0
264183,2023-03-01,141,PUNTO MANGA LARGA MUJER,PV,13.0
264195,2023-03-01,145,CAMISA HOMBRE,OI,1.0
264196,2023-03-01,145,CAMISA HOMBRE,PV,29.0
264203,2023-03-01,145,PANTALON HOMBRE,OI,2.0
264204,2023-03-01,145,PANTALON HOMBRE,PV,27.0
264220,2023-03-01,151,BOLSO BANDOLERA MUJER,OI,3.0
264225,2023-03-01,151,CAMISA MANGA LARGA MUJER,OI,-1.0
264226,2023-03-01,151,CAMISA MANGA LARGA MUJER,PV,1.0
264227,2023-03-01,151,CAMISETA MUJER,OI,-1.0
264228,2023-03-01,151,CAMISETA MUJER,PV,4.0
264238,2023-03-01,151,PANTALON MUJER,OI,-1.0
264239,2023-03-01,151,PANTALON MUJER,PV,5.0
264244,2023-03-01,151,PUNTO MANGA LARGA MUJER,OI,1.0
264245,2023-03-01,151,PUNTO MANGA LARGA MUJER,PV,9.0
264254,2023-03-01,155,CAMISA HOMBRE,OI,1.0
264255,2023-03-01,155,CAMISA HOMBRE,PV,8.0
264262,2023-03-01,155,PANTALON HOMBRE,OI,0.0
264263,2023-03-01,155,PANTALON HOMBRE,PV,7.0
264279,2023-03-01,171,BOLSO BANDOLERA MUJER,OI,8.0
264280,2023-03-01,171,BOLSO BANDOLERA MUJER,PV,0.0
264285,2023-03-01,171,CAMISA MANGA LARGA MUJER,OI,-3.0
264286,2023-03-01,171,CAMISA MANGA LARGA MUJER,PV,11.0
264287,2023-03-01,171,CAMISETA MUJER,OI,0.0
264288,2023-03-01,171,CAMISETA MUJER,PV,8.0
264303,2023-03-01,171,PANTALON MUJER,OI,1.0
264304,2023-03-01,171,PANTALON MUJER,PV,17.0
264310,2023-03-01,171,PUNTO MANGA LARGA MUJER,OI,0.0
264311,2023-03-01,171,PUNTO MANGA LARGA MUJER,PV,8.0
264328,2023-03-01,181,BOLSO BANDOLERA MUJER,OI,1.0
264329,2023-03-01,181,BOLSO BANDOLERA MUJER,PV,3.0
264336,2023-03-01,181,CAMISA MANGA LARGA MUJER,OI,1.0
264337,2023-03-01,181,CAMISA MANGA LARGA MUJER,PV,14.0
264338,2023-03-01,181,CAMISETA MUJER,OI,-2.0
264339,2023-03-01,181,CAMISETA MUJER,PV,17.0
264349,2023-03-01,181,PANTALON MUJER,OI,-1.0
264350,2023-03-01,181,PANTALON MUJER,PV,8.0
264354,2023-03-01,181,PUNTO MANGA LARGA MUJER,OI,-2.0
264355,2023-03-01,181,PUNTO MANGA LARGA MUJER,PV,8.0
264367,2023-03-01,185,CAMISA HOMBRE,OI,4.0
264368,2023-03-01,185,CAMISA HOMBRE,PV,29.0
264377,2023-03-01,185,PANTALON HOMBRE,OI,-2.0
264378,2023-03-01,185,PANTALON HOMBRE,PV,26.0
264391,2023-03-01,186,BOLSO BANDOLERA MUJER,OI,25.0
264392,2023-03-01,186,BOLSO BANDOLERA MUJER,PV,7.0
264424,2023-03-01,191,BOLSO BANDOLERA MUJER,OI,5.0
264425,2023-03-01,191,BOLSO BANDOLERA MUJER,PV,3.0
264432,2023-03-01,191,CAMISA MANGA LARGA MUJER,OI,1.0
264433,2023-03-01,191,CAMISA MANGA LARGA MUJER,PV,7.0
264434,2023-03-01,191,CAMISETA MUJER,OI,0.0
264435,2023-03-01,191,CAMISETA MUJER,PV,15.0
264446,2023-03-01,191,PANTALON MUJER,OI,2.0
264447,2023-03-01,191,PANTALON MUJER,PV,8.0
264453,2023-03-01,191,PUNTO MANGA LARGA MUJER,OI,-2.0
264454,2023-03-01,191,PUNTO MANGA LARGA MUJER,PV,14.0
264465,2023-03-01,201,CAMISA MANGA LARGA MUJER,OI,-1.0
264467,2023-03-01,201,PUNTO MANGA LARGA MUJER,PV,-1.0
264472,2023-03-01,205,CAMISA HOMBRE,OI,4.0
264473,2023-03-01,205,CAMISA HOMBRE,PV,41.0
264480,2023-03-01,205,PANTALON HOMBRE,OI,-1.0
264481,2023-03-01,205,PANTALON HOMBRE,PV,15.0
264492,2023-03-01,211,PANTALON MUJER,PV,1.0
264495,2023-03-01,215,CAMISA HOMBRE,OI,1.0
264496,2023-03-01,215,CAMISA HOMBRE,PV,15.0
264505,2023-03-01,215,PANTALON HOMBRE,OI,-2.0
264506,2023-03-01,215,PANTALON HOMBRE,PV,9.0
264518,2023-03-01,221,BOLSO BANDOLERA MUJER,OI,4.0
264523,2023-03-01,221,CAMISA MANGA LARGA MUJER,PV,6.0
264524,2023-03-01,221,CAMISETA MUJER,OI,-1.0
264525,2023-03-01,221,CAMISETA MUJER,PV,2.0
264532,2023-03-01,221,PANTALON MUJER,PV,6.0
264537,2023-03-01,221,PUNTO MANGA LARGA MUJER,OI,-1.0
264538,2023-03-01,221,PUNTO MANGA LARGA MUJER,PV,5.0
264551,2023-03-01,231,BOLSO BANDOLERA MUJER,OI,5.0
264552,2023-03-01,231,BOLSO BANDOLERA MUJER,PV,3.0
264556,2023-03-01,231,CAMISA MANGA LARGA MUJER,PV,4.0
264557,2023-03-01,231,CAMISETA MUJER,OI,5.0
264558,2023-03-01,231,CAMISETA MUJER,PV,4.0
264567,2023-03-01,231,PANTALON MUJER,OI,-1.0
264568,2023-03-01,231,PANTALON MUJER,PV,8.0
264573,2023-03-01,231,PUNTO MANGA LARGA MUJER,OI,0.0
264574,2023-03-01,231,PUNTO MANGA LARGA MUJER,PV,10.0
264582,2023-03-01,235,CAMISA HOMBRE,OI,-1.0
264583,2023-03-01,235,CAMISA HOMBRE,PV,23.0
264593,2023-03-01,235,PANTALON HOMBRE,OI,1.0
264594,2023-03-01,235,PANTALON HOMBRE,PV,10.0
264604,2023-03-01,261,BOLSO BANDOLERA MUJER,OI,-1.0
264605,2023-03-01,261,CAMISETA MUJER,OI,-1.0
264606,2023-03-01,261,PUNTO MANGA LARGA MUJER,PV,-1.0
264613,2023-03-01,291,BOLSO BANDOLERA MUJER,OI,-1.0
264614,2023-03-01,291,BOLSO BANDOLERA MUJER,PV,2.0
264621,2023-03-01,291,CAMISA MANGA LARGA MUJER,OI,3.0
264622,2023-03-01,291,CAMISA MANGA LARGA MUJER,PV,6.0
264623,2023-03-01,291,CAMISETA MUJER,OI,2.0
264624,2023-03-01,291,CAMISETA MUJER,PV,18.0
264638,2023-03-01,291,PANTALON MUJER,OI,2.0
264639,2023-03-01,291,PANTALON MUJER,PV,20.0
264643,2023-03-01,291,PUNTO MANGA LARGA MUJER,OI,2.0
264644,2023-03-01,291,PUNTO MANGA LARGA MUJER,PV,7.0
264660,2023-03-01,295,CAMISA HOMBRE,OI,-2.0
264661,2023-03-01,295,CAMISA HOMBRE,PV,17.0
264665,2023-03-01,295,PANTALON HOMBRE,OI,3.0
264666,2023-03-01,295,PANTALON HOMBRE,PV,12.0
264681,2023-03-01,331,BOLSO BANDOLERA MUJER,OI,5.0
264682,2023-03-01,331,BOLSO BANDOLERA MUJER,PV,1.0
264688,2023-03-01,331,CAMISA MANGA LARGA MUJER,OI,2.0
264689,2023-03-01,331,CAMISA MANGA LARGA MUJER,PV,2.0
264690,2023-03-01,331,CAMISETA MUJER,OI,2.0
264691,2023-03-01,331,CAMISETA MUJER,PV,5.0
264696,2023-03-01,331,PANTALON MUJER,OI,1.0
264697,2023-03-01,331,PANTALON MUJER,PV,6.0
264702,2023-03-01,331,PUNTO MANGA LARGA MUJER,OI,2.0
264703,2023-03-01,331,PUNTO MANGA LARGA MUJER,PV,5.0
264707,2023-03-01,335,CAMISA HOMBRE,OI,2.0
264708,2023-03-01,335,CAMISA HOMBRE,PV,6.0
264712,2023-03-01,335,PANTALON HOMBRE,OI,1.0
264713,2023-03-01,335,PANTALON HOMBRE,PV,6.0
264726,2023-03-01,361,BOLSO BANDOLERA MUJER,OI,3.0
264727,2023-03-01,361,BOLSO BANDOLERA MUJER,PV,2.0
264732,2023-03-01,361,CAMISA MANGA LARGA MUJER,OI,-4.0
264733,2023-03-01,361,CAMISA MANGA LARGA MUJER,PV,1.0
264734,2023-03-01,361,CAMISETA MUJER,PV,11.0
264747,2023-03-01,361,PANTALON MUJER,OI,0.0
264748,2023-03-01,361,PANTALON MUJER,PV,16.0
264753,2023-03-01,361,PUNTO MANGA LARGA MUJER,OI,1.0
264754,2023-03-01,361,PUNTO MANGA LARGA MUJER,PV,5.0
264762,2023-03-01,365,CAMISA HOMBRE,OI,-2.0
264773,2023-03-01,371,BOLSO BANDOLERA MUJER,OI,6.0
264774,2023-03-01,371,BOLSO BANDOLERA MUJER,PV,7.0
264781,2023-03-01,371,CAMISA MANGA LARGA MUJER,OI,-3.0
264782,2023-03-01,371,CAMISA MANGA LARGA MUJER,PV,9.0
264783,2023-03-01,371,CAMISETA MUJER,OI,-1.0
264784,2023-03-01,371,CAMISETA MUJER,PV,20.0
264797,2023-03-01,371,PANTALON MUJER,OI,-3.0
264798,2023-03-01,371,PANTALON MUJER,PV,12.0
264804,2023-03-01,371,PUNTO MANGA LARGA MUJER,OI,5.0
264805,2023-03-01,371,PUNTO MANGA LARGA MUJER,PV,16.0
264817,2023-03-01,375,CAMISA HOMBRE,OI,1.0
264818,2023-03-01,375,CAMISA HOMBRE,PV,39.0
264826,2023-03-01,375,PANTALON HOMBRE,OI,2.0
264827,2023-03-01,375,PANTALON HOMBRE,PV,15.0
264838,2023-03-01,376,BOLSO BANDOLERA MUJER,OI,17.0
264839,2023-03-01,376,BOLSO BANDOLERA MUJER,PV,7.0
264858,2023-03-01,971,BOLSO BANDOLERA MUJER,OI,4.0
264859,2023-03-01,971,BOLSO BANDOLERA MUJER,PV,3.0
264864,2023-03-01,971,CAMISA MANGA LARGA MUJER,OI,-1.0
264865,2023-03-01,971,CAMISA MANGA LARGA MUJER,PV,4.0
264866,2023-03-01,971,CAMISETA MUJER,OI,-1.0
264867,2023-03-01,971,CAMISETA MUJER,PV,2.0
264874,2023-03-01,971,PANTALON MUJER,OI,1.0
264875,2023-03-01,971,PANTALON MUJER,PV,7.0
264879,2023-03-01,971,PUNTO MANGA LARGA MUJER,OI,-4.0
264880,2023-03-01,971,PUNTO MANGA LARGA MUJER,PV,0.0
264888,2023-03-01,975,CAMISA HOMBRE,OI,1.0
264889,2023-03-01,975,CAMISA HOMBRE,PV,8.0
264892,2023-03-01,975,PANTALON HOMBRE,OI,-1.0
264893,2023-03-01,975,PANTALON HOMBRE,PV,5.0
264903,2023-03-01,981,BOLSO BANDOLERA MUJER,OI,-1.0
264904,2023-03-01,981,BOLSO BANDOLERA MUJER,PV,1.0
264910,2023-03-01,981,CAMISA MANGA LARGA MUJER,OI,-1.0
264911,2023-03-01,981,CAMISA MANGA LARGA MUJER,PV,8.0
